MaCk,EPS,PE,PB,ROA,ROE,TangTruongDoanhThuThuan,TangTruongLoiNhuanGop,TangTruongTongTaiSan
LBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBE,1698.0,13.89,1.73,8.025.908.803.768.330,12.477.443.645.497.400,16.89,26.04,59.98
LBM,2863.0,9.88,1.84,10.156.455.467.880.200,1.344.582.459.081.680,-3.18,-26.3,5.67
LCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCD,58.0,376.14,01.07,6.999.858.674.295.310,2.832.872.414.145.030,06.02,-14.78,1.69
LCG,689.0,15.03,0.77,2.172.841.422.776.020,503.688.348.111.502,25.18,16.51,0.96
LCM,66.0,16.63,0.22,9.285.991.677.323.280,13.528.433.939.192.100,-34.64,-48.63,29.0
LCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDG,-3036.0,-0.62,0.31,-11.646.561.067.817.200,-5.030.050.683.654.340,-574.49,-264.05,-8.07
LDP,536.0,19.03,1.31,32.892.024.849.081.900,6.866.838.895.701.580,17.18,73.25,6.3
LDW,1271.0,12.2,1.26,8.358.551.463.611.850,1.033.190.367.541.700,7.62,19.68,1.82
LEC,-1529.0,-3.77,0.48,-57.182.462.402.097.200,-1.532.104.035.892.310,21.31,29.13,-13.77
LG9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGC,2759.0,24.79,2.32,3.375.621.037.482.340,13.920.121.140.478.700,56.76,57.93,2.41
LGL,-1024.0,-2.49,0.21,-3.786.867.490.891.610,-83.377.121.593.987,12.34,14.9,1.3
LGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHC,4647.0,15.49,1.39,9.776.857.725.050.350,15.641.385.008.688.800,9.81,-10.59,8.89
LHG,3676.0,9.66,01.07,5.996.938.777.224.070,11.079.051.846.850.100,7.24,8.99,0.34
LIC,707.0,46.14,5.91,16.382.159.881.160.800,1.542.586.494.516.580,12.7,44.38,8.38
LIG,7.0,441.15,0.25,2.479.898.335.959.230,1.304.851.088.229.920,13.4,65.54,-8.82
LIX,4113.0,8.14,2.32,1.443.024.887.003.750,21.507.111.457.474.600,2.73,0.59,6.92
LKW,5623.0,5.69,0.9,13.965.133.548.458.400,15.794.407.432.963.900,12.15,09.02,8.69
LLM,1100.0,15.18,1.37,12.062.211.036.392.700,7.655.676.709.290.360,20.14,20.29,-3.0
LM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LM7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LM8,1746.0,7.73,0.42,13.821.372.175.942.100,540.598.217.796.339,16.31,-10.74,-2.78
LMC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMH,-232.0,-3.88,-0.46,-57.799.189.107.035.400,0.0,-100.0,-100.0,-0.54
LMI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LO5,-1154.0,-0.69,-0.04,-2.039.984.591.207.180,0.0,04.08,-56.83,-5.08
LPB,3801.0,8.22,1.84,1.912.319.239.267.680,22.430.275.299.215.700,0.0,0.0,32.77
LPBS,207.0,0.0,0.0,15.867.087.064.058.700,20.182.898.582.527.900,361.08,480.58,1740.75
LPT,1275.0,4.71,0.46,8.405.380.503.111.270,9.761.637.890.818.330,7.3,169.96,-35.72
LQN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSG,30.0,365.68,0.96,11.598.418.835.066.700,2.619.214.143.214.840,260.53,553.2,1.15
LSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M10,3080.0,8.28,1.42,37.330.981.114.750.000,171.811.252.267.684,12.26,26.96,14.41
MA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAC,3014.0,6.8,1.16,14.096.458.249.019.900,16.414.440.048.160.400,63.28,-37.6,47.86
MAS,1714.0,22.12,4.7,10.169.532.599.941.100,21.257.763.164.761.600,22.08,27.41,0.76
MAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBB,4284.0,5.86,1.14,0.0,1.960.648.056.650.740,0.0,0.0,19.46
MBG,233.0,14.15,0.31,20.324.270.287.991.100,2.173.363.486.758.470,-38.8,48.44,5.42
MBN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBS,1584.0,18.05,2.37,33.596.475.341.989.900,10.762.813.932.114.700,71.83,37.46,44.42
MC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCC,311.0,40.18,0.89,18.884.086.919.666.300,22.265.388.677.562.000,29.81,109.94,-7.79
MCD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCF,896.0,9.71,0.79,49.477.166.853.336.000,8.160.945.320.620.180,8.17,-17.56,15.23
MCG,-72.0,-26.38,0.43,-5.277.790.519.115.710,-30.257.922.068.632.600,17.01,377.16,0.72
MCH,10841.0,23.52,16.31,2.838.906.365.561.130,6.992.106.859.251.840,9.41,11.02,-31.2
MCI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCM,1999.0,17.16,1.64,8.185.616.829.506.010,9.540.271.329.737.010,-6.97,-15.87,03.09
MCO,66.0,154.44,0.79,2.132.948.332.052.390,5.096.326.217.480.290,-32.01,136.16,-14.62
MCP,1953.0,16.02,02.05,9.312.652.517.301.420,10.748.516.015.056.000,-5.32,-9.09,-0.06
MCT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDC,2498.0,3.96,0.63,45.120.040.715.277.900,15.806.451.329.299.100,-3.16,3.93,7.95
MDF,62.0,99.17,0.52,32.744.250.666.004.000,52.560.187.040.126.100,30.54,12.37,-15.19
MDG,390.0,31.76,0.98,12.363.503.695.724.100,30.936.064.744.830.500,-17.45,-4.68,-8.16
MDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED,1223.0,21.25,0.98,3.012.544.208.265.720,4.589.678.737.833.000,10.03,11.32,-15.84
MEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEL,540.0,12.4,0.39,11.114.036.694.306.200,31.252.887.715.686.700,31.16,-17.8,12.44
MES,-41.0,-245.92,1.14,-44.939.232.408.924.600,-46.409.946.307.217.300,-43.44,-0.48,-1.44
MFS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGR,-789.0,-5.07,0.48,-8.766.585.209.559.410,-9.677.492.778.751.500,-78.26,-93.82,-9.27
MH3,2012.0,16.8,1.45,3.989.943.838.690.030,8.124.314.605.332.040,-39.49,9.75,-6.28
MHBS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHC,284.0,23.33,0.5,12.541.942.414.174.300,21.322.117.611.492.600,-89.14,-103.31,30.73
MHL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIE,48.0,136.38,0.64,24.817.885.151.232.500,4.407.274.332.472.940,19.21,0.93,2.74
MIG,1381.0,12.67,1.42,24.249.917.172.829.700,11.195.709.455.866.000,1.31,-3.23,11.52
MIH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MJC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKP,1673.0,17.04,0.56,25.902.210.941.198.700,3.285.980.521.253.070,1.64,-7.23,5.34
MKT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKV,1476.0,6.64,0.56,6.769.396.464.233.740,846.495.587.611.834,-0.83,20.63,10.9
MLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MML,83.0,287.06,1.74,22.573.313.618.650.200,56.714.424.867.057.400,9.53,86.37,-11.81
MNB,4381.0,5.82,1.0,4.049.313.278.516.550,24.967.338.317.660.200,24.2,31.45,16.57
MND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPC,-601.0,-24.95,1.23,-2.472.809.151.825.220,-4.817.273.791.110.640,36.81,3.23,-6.94
MPT,-1020.0,-0.69,0.07,-9.830.060.286.841.780,-10.462.673.160.167.700,0.0,0.0,-9.65
MPY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSB,2526.0,4.62,0.82,17.238.510.370.492,1.499.115.489.927.800,0.0,0.0,19.91
MSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSH,5465.0,9.52,1.9,9.731.024.998.271.980,2.142.780.006.588.160,16.26,47.08,30.91
MSI,694.0,0.0,0.0,24.528.622.857.856.500,4.791.317.788.536.420,-17.42,-22.79,-29.21
MSN,1393.0,50.25,2.47,28.948.688.305.248.500,10.483.765.610.744.600,6.3,11.46,0.14
MSR,-1491.0,-7.85,01.06,-588.358.541.683.918,-13.043.724.325.288.200,1.72,13.82,-33.21
MST,226.0,31.04,0.63,9.790.816.457.574.390,20.195.998.918.062.100,5.52,353.37,43.61
MTA,334.0,28.75,0.87,36.806.531.619.784.300,6.280.899.115.676.040,11.06,290.74,2.27
MTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTS,1000.0,9.5,0.81,25.955.607.952.566.700,8.504.123.524.837.230,-5.96,5.41,-7.65
MTV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVB,2098.0,09.06,0.96,8.286.253.784.584.550,12.681.607.888.919.200,7.88,-9.81,1.75
MVC,853.0,11.13,0.78,5.578.631.664.212.580,6.987.719.945.698.280,7.74,6.72,3.85
MVN,1678.0,32.84,3.8,856.994.455.706.374,14.955.770.034.611.300,32.68,16.74,10.35
MVY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MWG,2546.0,23.96,3.17,5.316.657.402.381.320,13.275.529.505.703.600,13.58,22.11,16.81
MXC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MZG,727.0,11.42,0.7,16.384.810.003.643.200,57.646.762.246.253.600,38.73,3.29,15.88
NAB,3044.0,5.24,01.09,14.715.081.651.523.800,187.007.119.722.376,0.0,0.0,16.79
NAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAF,1806.0,8.77,1.12,5.783.503.931.147.370,11.990.698.957.285.800,-17.05,-13.9,-0.05
NAG,870.0,12.41,0.86,162.091.452.538.902,6.468.520.743.315.350,28.53,-7.73,7.82
NAP,788.0,11.55,0.81,5.376.077.392.273.730,6.985.378.667.774.080,-12.31,-5.93,1.9
NAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAV,2396.0,08.06,1.38,1.626.236.770.053.430,17.184.214.478.230.600,-17.88,15.86,-2.33
NAW,92.0,85.56,0.77,4.651.732.879.833.570,9.041.511.543.824.700,7.72,13.87,-13.42
NBB,12.0,1942.31,1.24,10.605.529.885.966.900,4.523.522.298.755.090,-77.26,-78.63,12.23
NBC,982.0,9.37,0.65,1.409.163.156.945.010,6.926.647.165.320.560,-13.5,-37.74,-1.85
NBE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBP,-661.0,-19.96,0.73,-17.885.715.177.019.000,-3.660.224.515.822.920,23.16,-46.37,6.98
NBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBT,2026.0,9.13,1.18,10.867.697.175.316.000,1.295.563.727.925.260,7.34,7.78,-0.74
NBW,2789.0,10.9,1.83,9.397.608.168.811.720,16.755.989.430.348.200,1.93,2.65,6.88
NCG,710.0,10.71,0.45,26.738.270.869.029.200,504.760.842.569.647,2.6,42.6,-2.26
NCS,3052.0,8.45,2.54,11.649.990.109.542.200,3.001.380.014.281.880,19.28,13.2,1.5
NCT,10187.0,11.31,5.4,3.596.001.961.438.310,47.728.031.844.428.500,31.19,21.44,33.64
ND2,3246.0,11.68,2.26,10.946.441.478.842.100,1.932.595.874.291.900,12.13,17.74,-4.71
NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDN,505.0,17.83,0.59,2.830.754.912.907.800,33.222.277.777.440.700,-87.24,-89.56,-3.58
NDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDT,-5684.0,-0.88,1.2,-9.464.391.347.617.400,-13.708.520.693.419.100,-4.22,4.78,-14.85
NDW,974.0,07.08,0.64,7.028.901.268.799.750,9.058.829.312.473.790,2.8,0.52,-1.54
NDX,16.0,319.7,0.41,2.791.878.245.015.790,49.586.894.451.188,-56.97,-103.83,-8.11
NED,587.0,11.92,0.59,327.273.174.620.697,4.931.345.936.667.700,19.68,32.98,-0.45
NEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NET,9225.0,8.37,3.27,2.094.933.320.188.330,39.064.823.035.580.900,-8.68,-10.47,10.35
NFC,2807.0,06.02,1.2,12.654.301.585.657.200,19.968.532.952.366.000,25.85,44.84,20.27
NGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHA,1470.0,18.85,2.37,7.879.086.010.160.910,12.225.155.651.988.200,119.4,288.38,16.96
NHC,16.0,1834.42,1.66,2.552.141.262.532.810,44.153.469.187.593.500,264.26,36.55,44.91
NHH,1180.0,11.14,0.71,4.550.550.444.416.730,6.475.391.507.069.710,2.83,29.13,-7.04
NHN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHT,861.0,12.32,0.7,12.543.228.298.346.900,19.164.063.092.935.400,12.47,70.53,-7.56
NHV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NJC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKG,1715.0,8.42,0.78,3.350.878.598.042.510,7.715.496.085.887.400,10.83,64.69,10.49
NLG,1331.0,27.46,0.97,4.558.854.148.840.490,9.485.629.773.765.090,126.19,96.4,5.93
NLS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNC,2890.0,8.13,1.22,1.302.660.672.894.490,15.021.686.812.971.600,59.18,81.14,12.7
NNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO1,817.0,13.28,0.82,36.368.687.609.053.800,6.203.918.856.346.590,31.21,57.11,23.0
NOS,-14810.0,-0.05,0.0,-79.993.492.597.643,0.0,-1.15,-180.56,-29.55
NPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NQB,852.0,9.39,0.71,5.765.169.681.610.190,7.560.720.900.458.820,3.5,6.84,2.6
NQN,1101.0,12.54,01.07,4.942.917.559.985.430,8.521.714.669.535.520,3.85,02.07,6.99
NQT,1064.0,7.99,0.7,630.423.369.547.438,8.739.457.552.472.480,33.9,34.06,3.23
NRC,-681.0,-7.34,0.38,-31.476.217.742.341.500,-5.133.733.831.053.980,11.24,1.53,-3.69
NS2,342.0,52.02,1.72,1.248.628.985.791.280,3.306.920.774.645.000,33.96,48.55,8.29
NS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSC,12395.0,6.45,0.92,10.467.328.887.246.400,14.826.900.289.344.700,20.3,14.52,-3.02
NSG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSH,91.0,48.58,0.38,2.053.085.410.236.460,7.871.828.622.173.710,-5.2,-28.22,1.13
NSI,990.0,0.0,0.0,4.976.501.363.440.410,8.449.894.140.793.590,7.17,124.13,29.27
NSL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NST,1635.0,6.36,0.62,6.195.428.306.759.630,974.947.663.868.195,23.07,8.31,-20.4
NT2,251.0,83.36,1.44,722.412.678.150.049,17.314.138.891.887.700,-6.8,-92.83,18.5
NTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTC,13192.0,16.15,4.51,43.058.982.277.068.200,2.790.256.200.778.080,56.36,36.13,61.16
NTF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTH,4748.0,11.58,3.18,251.526.545.887.463,27.485.616.473.259.700,-7.08,-9.63,-13.09
NTL,6731.0,2.73,1.28,27.893.546.809.470.400,34.809.160.557.579.300,57.69,71.51,07.02
NTP,5677.0,11.27,2.26,11.468.031.875.317.400,20.065.041.629.670.300,9.29,13.73,17.62
NTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTT,1392.0,6.25,01.07,264.847.028.192.187,1.713.190.866.029.630,53.89,173.39,18.66
NTW,1049.0,17.16,01.08,5.408.079.300.241.200,6.305.084.238.474.290,13.23,42.25,4.46
NUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVB,-8358.0,-1.06,1.72,-43.282.646.201.837.300,-8.417.967.563.926.610,0.0,0.0,23.12
NVC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVL,-3288.0,-3.12,0.42,-1.826.920.801.635.960,-9.120.914.716.260.580,90.74,-91.73,-1.37
NVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVS,73.0,0.0,0.0,5.587.394.730.588.380,5.673.849.002.938.270,-22.85,-59.07,-14.83
NVT,-105.0,-73.32,1.32,21.696.025.704.687.800,43.874.684.243.495.300,8.91,16.06,-0.66
NWT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NXT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCB,1453.0,7.85,0.89,11.307.204.034.118.500,10.021.794.333.209.600,0.0,0.0,16.91
OCH,882.0,6.23,0.57,45.731.713.725.550.200,920.775.966.603.169,0.87,3.75,-6.77
ODE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OGC,409.0,10.39,0.74,43.367.692.341.459.500,11.280.139.382.278.800,2.2,4.75,-5.46
OIL,395.0,30.35,01.08,12.299.732.147.103.100,41.177.360.092.195.500,21.26,7.67,-0.95
ONE,168.0,30.29,0.39,3.925.820.138.896.350,13.005.052.643.764.300,10.84,17.1,-7.74
ONW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPC,1671.0,14.96,1.83,8.956.093.301.558.860,12.480.444.320.579.800,-3.61,-5.68,-3.09
ORS,1283.0,10.95,1.2,3.385.488.514.231.150,9.670.166.205.206.300,-26.38,40.48,61.55
OSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAC,2725.0,15.67,02.05,4.995.577.771.809.510,13.069.343.889.440.100,0.64,-4.08,4.16
PAI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAN,2846.0,8.35,0.56,48.114.047.530.428.300,12.983.937.156.933.000,22.56,26.49,18.15
PAP,-82.0,-318.12,2.46,-24.306.489.143.324.100,-704.796.506.149.948,0.0,0.0,60.5
PAS,406.0,7.39,0.19,11.158.362.006.538.400,2.485.479.809.119.740,56.34,1266.38,36.73
PAT,10598.0,8.24,3.84,2.840.835.297.562.790,46.585.494.830.479.700,0.63,-0.82,-22.59
PBC,350.0,19.72,0.61,12.352.381.047.464.800,3.078.676.808.652.260,-20.52,-8.4,1.33
PBK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PBP,1696.0,7.67,0.91,53.438.245.134.946.000,11.840.055.556.286.400,2.92,-1.87,21.78
PBT,1036.0,7.72,0.73,6.294.350.508.172.960,9.437.118.054.703.200,11.79,1.55,-2.09
PC1,1451.0,15.79,01.06,33.577.035.848.955.600,9.138.147.760.271.950,29.62,31.76,3.56
PCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCE,2772.0,6.39,0.91,854.815.967.707.555,1.422.548.891.530.050,-0.74,-0.3,42.16
PCF,20.0,262.27,0.75,2.474.159.457.727.140,28.484.502.021.128.600,-86.96,-68.26,-29.73
PCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCH,544.0,23.34,1.17,4.533.210.975.118.590,4.902.826.976.174.610,56.39,60.46,4.91
PCM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCT,1754.0,7.3,0.97,4.623.411.302.110.890,13.293.923.740.653.900,31.9,64.02,53.31
PDB,1056.0,9.65,0.68,4.574.143.447.807.720,7.072.114.179.795.720,30.97,64.59,-6.83
PDC,286.0,18.2,0.55,168.159.577.984.676,3.002.970.168.033.260,-2.62,-21.33,-4.76
PDN,9377.0,11.2,3.14,22.426.404.778.381.900,28.015.439.131.697.300,14.57,16.27,13.94
PDR,633.0,32.69,1.57,2.016.593.469.425.830,449.037.888.039.752,227.67,58.44,21.31
PDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDV,4538.0,3.81,1.14,10.364.322.583.376.500,2.245.406.253.275.360,26.54,54.66,65.07
PEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEG,-151.0,-52.23,2.82,-29.850.731.072.977.800,-55.455.680.101.224.600,-5.12,1.28,-28.12
PEN,202.0,29.69,0.52,37.089.408.256.844.600,17.505.287.967.867.200,100.37,202.86,6.68
PEQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PET,1619.0,15.53,1.14,21.484.816.406.687.400,9.342.785.052.419.350,10.71,25.35,8.17
PFL,7.0,289.48,0.47,11.194.966.581.183.800,16.323.149.713.223.100,286.68,285.52,4.53
PGB,841.0,18.19,1.24,4.599.053.226.010.480,6.521.451.124.997.230,0.0,0.0,31.93
PGC,1800.0,8.75,01.08,38.915.195.936.419.400,13.117.533.247.276.700,21.03,12.11,17.51
PGD,2517.0,12.59,2.12,6.612.351.336.714.780,16.863.806.639.355.200,10.59,0.35,12.05
PGI,2094.0,10.89,1.33,27.566.258.190.056.400,12.175.883.838.036.100,5.96,11.62,13.1
PGN,81.0,184.06,1.31,3.929.409.090.200.060,7.008.121.079.779.660,2.94,-25.95,-8.52
PGS,2319.0,14.14,1.62,4.081.289.332.115.750,1.142.817.883.688.910,13.41,6.6,3.79
PGT,143.0,48.25,1.5,4.385.833.640.937.350,7.626.068.732.293.450,59.06,160.12,18.34
PGV,-802.0,-25.26,1.55,-16.276.938.439.758.200,-61.245.069.758.633.600,-11.3,-33.8,-6.3
PHC,97.0,58.34,0.43,1.493.779.231.977.630,7.298.236.875.012.030,-13.67,-30.42,1.84
PHH,-134.0,-46.44,0.49,-5.361.013.728.975.020,-10.655.163.194.081.400,-83.18,-54.38,-1.25
PHN,8032.0,9.84,3.75,27.959.013.761.523.500,3.807.934.949.668.450,5.66,9.88,20.2
PHP,2469.0,16.93,2.15,11.479.751.985.893.400,15.327.750.277.035.500,20.35,29.48,19.97
PHR,3465.0,15.36,1.83,8.327.386.650.738.040,12.589.381.677.226.000,20.88,29.19,-3.52
PHS,1.0,14536.84,0.99,"2,75E+11","5,23E+10",-13.57,-20.25,-2.71
PhuHung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIA,3579.0,7.49,1.44,13.805.540.271.931.800,19.201.184.672.828.100,34.12,08.01,07.08
PIC,961.0,20.5,1.78,7.393.979.989.022.560,8.671.254.107.157.030,-15.32,-21.6,-3.2
PID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIS,2039.0,5.44,0.67,8.369.791.432.068.960,13.845.908.087.207.500,-18.16,-3.81,21.3
PIT,200.0,26.35,0.67,8.231.305.559.778.990,25.323.293.543.556.000,3.82,02.03,20.75
PIV,-58.0,-50.07,28.44,-8.438.660.287.768.090,-5.679.367.606.760.230,-75.36,-88.46,3699.2
PJC,3612.0,7.48,1.28,10.509.077.099.190.200,17.163.822.515.394.600,-1.02,7.66,8.66
PJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJT,1207.0,8.9,0.82,648.847.659.760.957,8.829.258.866.851.120,-1.06,10.41,3.23
PKR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLC,534.0,41.93,1.45,1.061.817.964.354.820,34.545.178.297.955.800,-12.92,-15.26,-4.1
PLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLP,50.0,92.93,0.41,1.376.378.652.110.030,4.434.055.913.160.690,12.9,-11.58,46.91
PLX,2275.0,16.49,1.63,3.885.624.582.936.890,10.795.136.051.873.800,3.67,13.44,2.17
PMB,825.0,11.27,0.78,5.134.949.110.440.990,6.952.867.256.938.330,0.32,-2.01,4.28
PMC,8586.0,12.11,3.35,21.321.138.942.177.200,2.766.917.568.875,2.68,10.09,-11.85
PME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMG,535.0,15.35,0.57,17.758.851.533.674.300,4.707.282.176.446.180,10.5,18.24,-0.28
PMJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
